"HIOKI PW3360(Ver2.12)",S/N.161035999
"FOLDER",23072006
"WIRING",3P3W3M
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",30sec
"U RANGE",600V
"I RANGE",1A
"SENSOR",9694(5A)
"VT(PT)",200
"CT",600
"PULSE",001.000, ,
"ENERGY COST",0000.00,

2023-07-20 18:25:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,Freq_Max[Hz],U1_Max[V],Ufnd1_Max[V],Upeak1_Max[V],Udeg1_Max[deg],U2_Max[V],Ufnd2_Max[V],Upeak2_Max[V],Udeg2_Max[deg],U3_Max[V],Ufnd3_Max[V],Upeak3_Max[V],Udeg3_Max[deg],I1_Max[A],Ifnd1_Max[A],Ipeak1_Max[A],Ideg1_Max[deg],I2_Max[A],Ifnd2_Max[A],Ipeak2_Max[A],Ideg2_Max[deg],I3_Max[A],Ifnd3_Max[A],Ipeak3_Max[A],Ideg3_Max[deg],P1_Max[W],P2_Max[W],P3_Max[W],P_Max[W],S1_Max[VA],S2_Max[VA],S3_Max[VA],S_Max[VA],Q1_Max[var],Q2_Max[var],Q3_Max[var],Q_Max[var],PF1_Max,PF2_Max,PF3_Max,PF_Max,Freq_Min[Hz],U1_Min[V],Ufnd1_Min[V],Upeak1_Min[V],Udeg1_Min[deg],U2_Min[V],Ufnd2_Min[V],Upeak2_Min[V],Udeg2_Min[deg],U3_Min[V],Ufnd3_Min[V],Upeak3_Min[V],Udeg3_Min[deg],I1_Min[A],Ifnd1_Min[A],Ipeak1_Min[A],Ideg1_Min[deg],I2_Min[A],Ifnd2_Min[A],Ipeak2_Min[A],Ideg2_Min[deg],I3_Min[A],Ifnd3_Min[A],Ipeak3_Min[A],Ideg3_Min[deg],P1_Min[W],P2_Min[W],P3_Min[W],P_Min[W],S1_Min[VA],S2_Min[VA],S3_Min[VA],S_Min[VA],Q1_Min[var],Q2_Min[var],Q3_Min[var],Q_Min[var],PF1_Min,PF2_Min,PF3_Min,PF_Min,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem,Pulse
2023-07-21 14:04:30,0019:39:30,00000000,50.065E+00,22.58E+03,12.92E+03,0.00E+00,22.40E+03,13.25E+03,119.10E+00,22.37E+03,12.69E+03,-121.63E+00,197.55E+00,197.30E+00,57.00E+00,202.02E+00,201.74E+00,118.37E+00,202.87E+00,202.62E+00,176.91E+00,1.389E+06,2.673E+06,1.229E+06,5.29E+06,2.554E+06,2.678E+06,2.577E+06,7.81E+06,-2.144E+06,0.164E+06,2.264E+06,5.74E+06,-0.5437E+00,0.9981E+00,0.4770E+00,0.6777E+00,50.071E+00,22.61E+03,12.94E+03,19.08E+03,0.00E+00,22.43E+03,13.27E+03,19.50E+03,119.13E+00,22.40E+03,12.71E+03,18.80E+03,-121.59E+00,206.31E+00,206.08E+00,306.47E+00,57.43E+00,210.76E+00,210.52E+00,315.39E+00,118.90E+00,210.83E+00,210.64E+00,313.68E+00,177.34E+00,1.483E+06,2.784E+06,1.262E+06,5.50E+06,2.665E+06,2.790E+06,2.676E+06,8.13E+06,-2.083E+06,0.185E+06,2.372E+06,5.98E+06,-0.5564E+00,0.9982E+00,0.4838E+00,0.6783E+00,50.058E+00,22.54E+03,12.90E+03,18.79E+03,0.00E+00,22.37E+03,13.23E+03,19.24E+03,119.06E+00,22.35E+03,12.68E+03,18.49E+03,-121.69E+00,191.28E+00,191.02E+00,283.46E+00,56.14E+00,195.33E+00,195.06E+00,290.79E+00,117.13E+00,196.74E+00,196.46E+00,290.90E+00,175.90E+00,1.332E+06,2.586E+06,1.199E+06,5.13E+06,2.475E+06,2.591E+06,2.500E+06,7.57E+06,-2.219E+06,0.155E+06,2.189E+06,5.56E+06,-0.5373E+00,0.9978E+00,0.4616E+00,0.6768E+00,114.352E+06,0.000E+06,95.885E+06,-29.706E+06,0.00000E+00,0.044E+06,0.000E+06,0.048E+06,0.000E+06,5.29E+06,0.00E+06,5.74E+06,0.00E+06,0.6777E+00,0.000E+03
2023-07-21 14:05:00,0019:40:00,00000000,50.039E+00,22.57E+03,12.93E+03,0.00E+00,22.40E+03,13.25E+03,119.09E+00,22.38E+03,12.69E+03,-121.63E+00,195.40E+00,195.14E+00,57.18E+00,199.82E+00,199.55E+00,118.55E+00,200.67E+00,200.42E+00,177.09E+00,1.367E+06,2.644E+06,1.223E+06,5.23E+06,2.527E+06,2.649E+06,2.549E+06,7.72E+06,-2.125E+06,0.161E+06,2.236E+06,5.68E+06,-0.5410E+00,0.9981E+00,0.4797E+00,0.6777E+00,50.059E+00,22.60E+03,12.94E+03,19.08E+03,0.00E+00,22.42E+03,13.26E+03,19.51E+03,119.11E+00,22.40E+03,12.71E+03,18.72E+03,-121.60E+00,201.85E+00,201.59E+00,305.21E+00,57.51E+00,205.93E+00,205.68E+00,310.47E+00,118.99E+00,206.42E+00,206.18E+00,312.87E+00,177.41E+00,1.443E+06,2.720E+06,1.241E+06,5.38E+06,2.605E+06,2.726E+06,2.618E+06,7.95E+06,-2.073E+06,0.174E+06,2.316E+06,5.85E+06,-0.5537E+00,0.9983E+00,0.4845E+00,0.6782E+00,50.024E+00,22.53E+03,12.90E+03,18.78E+03,0.00E+00,22.37E+03,13.23E+03,19.24E+03,119.06E+00,22.34E+03,12.68E+03,18.50E+03,-121.66E+00,190.89E+00,190.64E+00,280.95E+00,56.32E+00,195.12E+00,194.85E+00,290.33E+00,117.48E+00,196.29E+00,196.02E+00,290.90E+00,176.22E+00,1.327E+06,2.582E+06,1.192E+06,5.12E+06,2.470E+06,2.587E+06,2.494E+06,7.55E+06,-2.172E+06,0.153E+06,2.183E+06,5.55E+06,-0.5362E+00,0.9980E+00,0.4666E+00,0.6770E+00,114.396E+06,0.000E+06,95.932E+06,-29.706E+06,0.00000E+00,0.044E+06,0.000E+06,0.047E+06,0.000E+06,5.23E+06,0.00E+06,5.68E+06,0.00E+06,0.6777E+00,0.000E+03
2023-07-21 14:05:30,0019:40:30,00000000,50.037E+00,22.58E+03,12.93E+03,0.00E+00,22.41E+03,13.26E+03,119.07E+00,22.39E+03,12.70E+03,-121.64E+00,196.13E+00,195.87E+00,57.12E+00,200.37E+00,200.09E+00,118.38E+00,201.02E+00,200.76E+00,177.02E+00,1.375E+06,2.652E+06,1.223E+06,5.25E+06,2.537E+06,2.657E+06,2.554E+06,7.75E+06,-2.132E+06,0.163E+06,2.242E+06,5.70E+06,-0.5419E+00,0.9981E+00,0.4789E+00,0.6777E+00,50.048E+00,22.61E+03,12.94E+03,19.09E+03,0.00E+00,22.44E+03,13.27E+03,19.50E+03,119.11E+00,22.41E+03,12.71E+03,18.74E+03,-121.61E+00,202.62E+00,202.39E+00,307.27E+00,57.57E+00,206.94E+00,206.67E+00,315.05E+00,118.90E+00,207.66E+00,207.38E+00,313.79E+00,177.43E+00,1.432E+06,2.737E+06,1.252E+06,5.42E+06,2.619E+06,2.742E+06,2.637E+06,8.00E+06,-2.071E+06,0.178E+06,2.320E+06,5.88E+06,-0.5504E+00,0.9983E+00,0.4851E+00,0.6782E+00,50.025E+00,22.55E+03,12.91E+03,18.79E+03,0.00E+00,22.38E+03,13.24E+03,19.26E+03,119.03E+00,22.35E+03,12.68E+03,18.47E+03,-121.69E+00,189.71E+00,189.47E+00,281.75E+00,56.54E+00,193.62E+00,193.35E+00,289.76E+00,117.65E+00,194.80E+00,194.53E+00,284.49E+00,176.44E+00,1.322E+06,2.566E+06,1.197E+06,5.09E+06,2.457E+06,2.571E+06,2.478E+06,7.50E+06,-2.194E+06,0.152E+06,2.167E+06,5.52E+06,-0.5352E+00,0.9979E+00,0.4700E+00,0.6770E+00,114.440E+06,0.000E+06,95.980E+06,-29.706E+06,0.00000E+00,0.044E+06,0.000E+06,0.047E+06,0.000E+06,5.25E+06,0.00E+06,5.70E+06,0.00E+06,0.6777E+00,0.000E+03
2023-07-21 14:06:00,0019:41:00,00000000,50.063E+00,22.63E+03,12.96E+03,0.00E+00,22.46E+03,13.28E+03,119.07E+00,22.44E+03,12.73E+03,-121.65E+00,188.65E+00,188.36E+00,57.77E+00,192.77E+00,192.46E+00,119.23E+00,193.92E+00,193.63E+00,177.76E+00,1.302E+06,2.557E+06,1.211E+06,5.07E+06,2.446E+06,2.562E+06,2.470E+06,7.48E+06,-2.070E+06,-0.066E+06,2.152E+06,5.50E+06,-0.5323E+00,-0.9979E+00,0.4902E+00,0.6780E+00,50.072E+00,22.67E+03,12.98E+03,19.09E+03,0.00E+00,22.50E+03,13.31E+03,19.61E+03,119.10E+00,22.48E+03,12.75E+03,18.75E+03,-121.62E+00,201.08E+00,200.84E+00,301.54E+00,58.32E+00,205.11E+00,204.84E+00,309.56E+00,119.91E+00,205.67E+00,205.41E+00,312.42E+00,178.35E+00,1.435E+06,2.713E+06,1.244E+06,5.37E+06,2.600E+06,2.719E+06,2.612E+06,7.93E+06,-2.000E+06,0.176E+06,2.307E+06,5.83E+06,-0.5519E+00,0.9982E+00,0.4991E+00,0.6787E+00,50.047E+00,22.57E+03,12.92E+03,18.82E+03,0.00E+00,22.40E+03,13.25E+03,19.27E+03,119.01E+00,22.38E+03,12.70E+03,18.49E+03,-121.70E+00,181.23E+00,180.95E+00,269.39E+00,56.44E+00,185.65E+00,185.34E+00,277.97E+00,117.61E+00,187.06E+00,186.77E+00,278.43E+00,176.36E+00,1.238E+06,2.464E+06,1.177E+06,4.88E+06,2.352E+06,2.470E+06,2.385E+06,7.21E+06,-2.168E+06,-0.174E+06,2.071E+06,5.30E+06,-0.5240E+00,-0.9976E+00,0.4692E+00,0.6775E+00,114.482E+06,0.000E+06,96.026E+06,-29.706E+06,0.00000E+00,0.042E+06,0.000E+06,0.046E+06,0.000E+06,5.07E+06,0.00E+06,5.50E+06,0.00E+06,0.6780E+00,0.000E+03
2023-07-21 14:06:30,0019:41:30,00000000,50.073E+00,22.69E+03,12.99E+03,0.00E+00,22.52E+03,13.32E+03,119.10E+00,22.49E+03,12.76E+03,-121.63E+00,183.07E+00,182.76E+00,58.28E+00,187.17E+00,186.84E+00,119.78E+00,188.36E+00,188.05E+00,178.26E+00,1.248E+06,2.488E+06,1.196E+06,4.93E+06,2.379E+06,2.494E+06,2.405E+06,7.28E+06,-2.025E+06,-0.165E+06,2.086E+06,4.93E+06,-0.5247E+00,-0.9977E+00,0.4975E+00,0.6779E+00,50.080E+00,22.74E+03,13.02E+03,19.23E+03,0.00E+00,22.56E+03,13.34E+03,19.62E+03,119.14E+00,22.53E+03,12.78E+03,18.86E+03,-121.59E+00,188.88E+00,188.59E+00,289.76E+00,58.98E+00,193.03E+00,192.73E+00,299.71E+00,120.55E+00,194.41E+00,194.10E+00,298.46E+00,178.81E+00,1.310E+06,2.562E+06,1.220E+06,5.08E+06,2.451E+06,2.568E+06,2.477E+06,7.49E+06,-1.955E+06,0.165E+06,2.155E+06,5.51E+06,-0.5377E+00,-0.9981E+00,0.5051E+00,0.6785E+00,50.067E+00,22.63E+03,12.96E+03,18.83E+03,0.00E+00,22.46E+03,13.28E+03,19.31E+03,119.06E+00,22.44E+03,12.73E+03,18.56E+03,-121.66E+00,175.39E+00,175.11E+00,262.06E+00,57.40E+00,179.51E+00,179.20E+00,268.36E+00,118.82E+00,180.68E+00,180.34E+00,272.59E+00,177.42E+00,1.180E+06,2.390E+06,1.157E+06,4.74E+06,2.284E+06,2.396E+06,2.311E+06,6.99E+06,-2.078E+06,-0.182E+06,1.994E+06,-5.22E+06,-0.5140E+00,-0.9972E+00,0.4851E+00,0.6769E+00,114.523E+06,0.000E+06,96.069E+06,-29.707E+06,0.00000E+00,0.041E+06,0.000E+06,0.043E+06,-0.002E+06,4.93E+06,0.00E+06,5.14E+06,-0.21E+06,0.6923E+00,0.000E+03
2023-07-21 14:07:00,0019:42:00,00000000,50.079E+00,22.73E+03,13.01E+03,0.00E+00,22.55E+03,13.34E+03,119.13E+00,22.53E+03,12.78E+03,-121.61E+00,180.75E+00,180.42E+00,58.52E+00,184.88E+00,184.53E+00,120.01E+00,185.98E+00,185.66E+00,178.48E+00,1.226E+06,2.461E+06,1.190E+06,4.88E+06,2.353E+06,2.467E+06,2.379E+06,7.20E+06,-2.008E+06,-0.171E+06,2.059E+06,2.72E+06,-0.5211E+00,-0.9976E+00,0.5004E+00,0.6777E+00,50.093E+00,22.76E+03,13.03E+03,19.19E+03,0.00E+00,22.58E+03,13.36E+03,19.62E+03,119.15E+00,22.56E+03,12.80E+03,18.95E+03,-121.58E+00,188.45E+00,188.11E+00,291.70E+00,59.04E+00,192.46E+00,192.07E+00,299.14E+00,120.53E+00,193.40E+00,193.03E+00,298.80E+00,178.94E+00,1.293E+06,2.560E+06,1.225E+06,5.08E+06,2.452E+06,2.566E+06,2.472E+06,7.49E+06,-1.940E+06,-0.160E+06,2.149E+06,5.51E+06,-0.5307E+00,-0.9979E+00,0.5075E+00,0.6785E+00,50.072E+00,22.70E+03,13.00E+03,18.86E+03,0.00E+00,22.52E+03,13.32E+03,19.34E+03,119.11E+00,22.50E+03,12.77E+03,18.61E+03,-121.65E+00,173.89E+00,173.53E+00,259.20E+00,57.87E+00,178.13E+00,177.77E+00,267.56E+00,119.34E+00,179.33E+00,179.01E+00,270.42E+00,177.87E+00,1.168E+06,2.372E+06,1.158E+06,4.70E+06,2.264E+06,2.378E+06,2.294E+06,6.94E+06,-2.083E+06,-0.184E+06,1.980E+06,-5.33E+06,-0.5135E+00,-0.9971E+00,0.4913E+00,0.6770E+00,114.564E+06,0.000E+06,96.102E+06,-29.718E+06,0.00000E+00,0.041E+06,0.000E+06,0.033E+06,-0.011E+06,4.88E+06,0.00E+06,4.01E+06,-1.29E+06,0.7726E+00,0.000E+03
2023-07-21 14:07:30,0019:42:30,00000000,50.104E+00,22.78E+03,13.04E+03,0.00E+00,22.60E+03,13.37E+03,119.12E+00,22.58E+03,12.81E+03,-121.63E+00,177.72E+00,177.39E+00,58.94E+00,181.75E+00,181.40E+00,120.34E+00,182.63E+00,182.30E+00,178.87E+00,1.194E+06,2.425E+06,1.186E+06,4.80E+06,2.319E+06,2.431E+06,2.341E+06,7.09E+06,-1.988E+06,-0.174E+06,2.019E+06,-4.72E+06,-0.5148E+00,-0.9974E+00,0.5065E+00,-0.6776E+00,50.112E+00,22.82E+03,13.07E+03,19.19E+03,0.00E+00,22.65E+03,13.39E+03,19.70E+03,119.14E+00,22.62E+03,12.84E+03,18.88E+03,-121.59E+00,181.93E+00,181.62E+00,280.14E+00,59.43E+00,185.87E+00,185.53E+00,288.38E+00,120.93E+00,186.44E+00,186.11E+00,289.87E+00,179.36E+00,1.229E+06,2.478E+06,1.207E+06,4.90E+06,2.371E+06,2.484E+06,2.390E+06,7.24E+06,-1.910E+06,-0.162E+06,2.063E+06,5.31E+06,-0.5245E+00,-0.9979E+00,0.5136E+00,-0.6784E+00,50.090E+00,22.74E+03,13.02E+03,18.88E+03,0.00E+00,22.56E+03,13.35E+03,19.39E+03,119.09E+00,22.54E+03,12.79E+03,18.62E+03,-121.70E+00,170.23E+00,169.94E+00,247.87E+00,58.28E+00,174.29E+00,173.89E+00,260.46E+00,119.76E+00,175.53E+00,175.11E+00,262.41E+00,178.19E+00,1.131E+06,2.325E+06,1.146E+06,4.61E+06,2.223E+06,2.333E+06,2.252E+06,6.81E+06,-2.028E+06,-0.190E+06,1.932E+06,-5.32E+06,-0.5073E+00,-0.9968E+00,0.4965E+00,-0.6766E+00,114.604E+06,0.000E+06,96.104E+06,-29.760E+06,0.00000E+00,0.040E+06,0.000E+06,0.002E+06,-0.041E+06,4.80E+06,0.00E+06,0.25E+06,-4.97E+06,0.9987E+00,0.000E+03
2023-07-21 14:08:00,0019:43:00,00000000,50.104E+00,22.75E+03,13.02E+03,0.00E+00,22.57E+03,13.35E+03,119.12E+00,22.55E+03,12.80E+03,-121.61E+00,187.68E+00,187.36E+00,57.87E+00,192.00E+00,191.66E+00,119.16E+00,192.57E+00,192.25E+00,177.72E+00,1.297E+06,2.558E+06,1.205E+06,5.06E+06,2.445E+06,2.564E+06,2.465E+06,7.47E+06,-2.071E+06,-0.025E+06,2.150E+06,1.86E+06,-0.5307E+00,-0.9976E+00,0.4890E+00,0.6772E+00,50.107E+00,22.82E+03,13.06E+03,19.17E+03,0.00E+00,22.64E+03,13.39E+03,19.75E+03,119.14E+00,22.62E+03,12.83E+03,18.93E+03,-121.58E+00,211.04E+00,210.74E+00,318.25E+00,59.45E+00,215.97E+00,215.68E+00,326.49E+00,120.83E+00,214.56E+00,214.31E+00,320.20E+00,179.29E+00,1.534E+06,2.864E+06,1.262E+06,5.64E+06,2.738E+06,2.872E+06,2.737E+06,8.35E+06,-1.930E+06,0.212E+06,2.440E+06,6.15E+06,-0.5603E+00,-0.9982E+00,0.5124E+00,0.6787E+00,50.099E+00,22.64E+03,12.97E+03,18.86E+03,0.00E+00,22.48E+03,13.29E+03,19.34E+03,119.07E+00,22.46E+03,12.75E+03,18.62E+03,-121.68E+00,172.10E+00,171.77E+00,254.51E+00,55.85E+00,176.02E+00,175.68E+00,261.61E+00,116.51E+00,177.31E+00,176.98E+00,262.64E+00,175.36E+00,1.149E+06,2.351E+06,1.157E+06,4.67E+06,2.247E+06,2.358E+06,2.276E+06,6.88E+06,-2.267E+06,-0.195E+06,1.960E+06,-5.29E+06,-0.5073E+00,-0.9968E+00,0.4536E+00,0.6748E+00,114.646E+06,0.000E+06,96.135E+06,-29.775E+06,0.00000E+00,0.042E+06,0.000E+06,0.031E+06,-0.015E+06,5.06E+06,0.00E+06,3.68E+06,-1.82E+06,0.8090E+00,0.000E+03
2023-07-21 14:08:30,0019:43:30,00000000,50.102E+00,22.69E+03,12.99E+03,0.00E+00,22.51E+03,13.31E+03,119.13E+00,22.49E+03,12.76E+03,-121.62E+00,200.44E+00,200.08E+00,56.51E+00,204.30E+00,203.91E+00,117.68E+00,204.85E+00,204.54E+00,176.48E+00,1.434E+06,2.714E+06,1.230E+06,5.38E+06,2.605E+06,2.721E+06,2.616E+06,7.94E+06,-2.174E+06,0.200E+06,2.309E+06,5.84E+06,-0.5507E+00,0.9972E+00,0.4703E+00,0.6773E+00,50.107E+00,22.72E+03,13.01E+03,19.29E+03,0.00E+00,22.55E+03,13.34E+03,19.68E+03,119.22E+00,22.53E+03,12.79E+03,19.03E+03,-121.52E+00,207.93E+00,207.61E+00,320.08E+00,57.52E+00,213.41E+00,213.12E+00,327.52E+00,118.75E+00,212.49E+00,212.20E+00,321.00E+00,177.26E+00,1.501E+06,2.835E+06,1.267E+06,5.58E+06,2.701E+06,2.842E+06,2.714E+06,8.25E+06,-2.082E+06,0.280E+06,2.409E+06,6.08E+06,-0.5654E+00,0.9980E+00,0.4819E+00,0.6814E+00,50.093E+00,22.60E+03,12.93E+03,18.85E+03,0.00E+00,22.41E+03,13.27E+03,19.37E+03,119.08E+00,22.36E+03,12.69E+03,18.64E+03,-121.68E+00,191.74E+00,191.39E+00,285.98E+00,55.47E+00,195.30E+00,194.40E+00,293.31E+00,116.63E+00,195.37E+00,194.98E+00,288.73E+00,175.69E+00,1.347E+06,2.584E+06,1.176E+06,5.12E+06,2.480E+06,2.599E+06,2.493E+06,7.57E+06,-2.249E+06,0.167E+06,2.194E+06,5.58E+06,-0.5359E+00,0.9942E+00,0.4575E+00,0.6747E+00,114.691E+06,0.000E+06,96.183E+06,-29.775E+06,0.00000E+00,0.045E+06,0.000E+06,0.049E+06,0.000E+06,5.38E+06,0.00E+06,5.84E+06,0.00E+06,0.6773E+00,0.000E+03
2023-07-21 14:09:00,0019:44:00,00000000,50.106E+00,22.69E+03,12.99E+03,0.00E+00,22.51E+03,13.31E+03,119.11E+00,22.50E+03,12.77E+03,-121.66E+00,192.68E+00,192.30E+00,56.94E+00,196.32E+00,195.90E+00,118.16E+00,196.99E+00,196.67E+00,176.96E+00,1.363E+06,2.608E+06,1.203E+06,5.17E+06,2.505E+06,2.615E+06,2.516E+06,7.63E+06,-2.101E+06,0.172E+06,2.210E+06,5.61E+06,-0.5442E+00,0.9972E+00,0.4781E+00,0.6776E+00,50.118E+00,22.72E+03,13.01E+03,19.20E+03,0.00E+00,22.55E+03,13.34E+03,19.68E+03,119.17E+00,22.53E+03,12.79E+03,18.96E+03,-121.59E+00,200.66E+00,200.30E+00,306.12E+00,57.97E+00,202.81E+00,202.44E+00,318.02E+00,119.56E+00,203.78E+00,203.47E+00,309.33E+00,177.90E+00,1.469E+06,2.692E+06,1.239E+06,5.36E+06,2.604E+06,2.698E+06,2.596E+06,7.88E+06,-2.050E+06,0.268E+06,2.295E+06,5.78E+06,-0.5681E+00,0.9980E+00,0.4920E+00,0.6805E+00,50.093E+00,22.64E+03,12.97E+03,18.86E+03,0.00E+00,22.46E+03,13.28E+03,19.37E+03,119.02E+00,22.46E+03,12.74E+03,18.56E+03,-121.76E+00,186.59E+00,186.28E+00,276.14E+00,55.27E+00,190.30E+00,189.61E+00,281.40E+00,116.33E+00,192.41E+00,192.14E+00,281.52E+00,175.67E+00,1.288E+06,2.523E+06,1.154E+06,5.04E+06,2.428E+06,2.535E+06,2.458E+06,7.45E+06,-2.155E+06,-0.186E+06,2.151E+06,5.47E+06,-0.5292E+00,0.9947E+00,0.4577E+00,0.6726E+00,114.734E+06,0.000E+06,96.230E+06,-29.775E+06,0.00000E+00,0.043E+06,0.000E+06,0.047E+06,0.000E+06,5.17E+06,0.00E+06,5.61E+06,0.00E+06,0.6776E+00,0.000E+03
2023-07-21 14:09:30,0019:44:30,00000000,50.124E+00,22.69E+03,12.99E+03,0.00E+00,22.52E+03,13.32E+03,119.11E+00,22.50E+03,12.77E+03,-121.63E+00,191.99E+00,191.68E+00,57.27E+00,197.00E+00,196.64E+00,118.54E+00,197.25E+00,196.92E+00,176.98E+00,1.346E+06,2.618E+06,1.204E+06,5.17E+06,2.495E+06,2.624E+06,2.520E+06,7.64E+06,-2.100E+06,0.163E+06,2.214E+06,5.62E+06,-0.5396E+00,0.9977E+00,0.4779E+00,0.6767E+00,50.134E+00,22.72E+03,13.01E+03,19.19E+03,0.00E+00,22.55E+03,13.34E+03,19.69E+03,119.16E+00,22.53E+03,12.79E+03,18.88E+03,-121.59E+00,200.90E+00,200.62E+00,307.50E+00,57.88E+00,205.70E+00,205.37E+00,318.71E+00,119.41E+00,206.34E+00,206.02E+00,317.11E+00,177.63E+00,1.424E+06,2.734E+06,1.249E+06,5.41E+06,2.610E+06,2.740E+06,2.637E+06,7.99E+06,-2.033E+06,0.227E+06,2.322E+06,5.88E+06,-0.5475E+00,0.9981E+00,0.4886E+00,0.6793E+00,50.116E+00,22.65E+03,12.97E+03,18.83E+03,0.00E+00,22.49E+03,13.30E+03,19.35E+03,119.03E+00,22.47E+03,12.75E+03,18.61E+03,-121.68E+00,184.74E+00,184.43E+00,270.53E+00,56.72E+00,190.38E+00,189.98E+00,283.58E+00,117.50E+00,189.49E+00,189.03E+00,280.83E+00,175.54E+00,1.283E+06,2.530E+06,1.114E+06,4.99E+06,2.404E+06,2.537E+06,2.423E+06,7.38E+06,-2.187E+06,-0.175E+06,2.130E+06,5.44E+06,-0.5307E+00,0.9962E+00,0.4552E+00,0.6712E+00,114.777E+06,0.000E+06,96.277E+06,-29.775E+06,0.00000E+00,0.043E+06,0.000E+06,0.047E+06,0.000E+06,5.17E+06,0.00E+06,5.62E+06,0.00E+06,0.6767E+00,0.000E+03
2023-07-21 14:10:00,0019:45:00,00000000,50.115E+00,22.68E+03,12.98E+03,0.00E+00,22.51E+03,13.31E+03,119.12E+00,22.49E+03,12.77E+03,-121.63E+00,198.10E+00,197.78E+00,57.05E+00,202.55E+00,202.21E+00,118.35E+00,203.24E+00,202.92E+00,176.93E+00,1.397E+06,2.692E+06,1.239E+06,5.33E+06,2.573E+06,2.698E+06,2.596E+06,7.87E+06,-2.161E+06,0.181E+06,2.282E+06,5.79E+06,-0.5428E+00,0.9977E+00,0.4772E+00,0.6773E+00,50.126E+00,22.72E+03,13.01E+03,19.20E+03,0.00E+00,22.55E+03,13.34E+03,19.65E+03,119.14E+00,22.53E+03,12.79E+03,18.88E+03,-121.61E+00,203.31E+00,203.03E+00,315.51E+00,57.53E+00,208.44E+00,208.03E+00,323.17E+00,118.78E+00,208.52E+00,208.14E+00,320.66E+00,177.35E+00,1.446E+06,2.765E+06,1.261E+06,5.46E+06,2.637E+06,2.773E+06,2.660E+06,8.07E+06,-2.085E+06,0.202E+06,2.349E+06,5.94E+06,-0.5503E+00,0.9982E+00,0.4837E+00,0.6789E+00,50.105E+00,22.63E+03,12.96E+03,18.83E+03,0.00E+00,22.46E+03,13.28E+03,19.36E+03,119.08E+00,22.46E+03,12.75E+03,18.61E+03,-121.69E+00,191.01E+00,190.67E+00,289.19E+00,56.54E+00,195.51E+00,195.15E+00,295.37E+00,117.88E+00,197.04E+00,196.69E+00,296.28E+00,176.46E+00,1.343E+06,2.602E+06,1.202E+06,5.16E+06,2.485E+06,2.608E+06,2.520E+06,7.61E+06,-2.208E+06,0.162E+06,2.209E+06,5.60E+06,-0.5359E+00,0.9972E+00,0.4697E+00,0.6759E+00,114.821E+06,0.000E+06,96.325E+06,-29.775E+06,0.00000E+00,0.044E+06,0.000E+06,0.048E+06,0.000E+06,5.33E+06,0.00E+06,5.79E+06,0.00E+06,0.6773E+00,0.000E+03
